,title,posted on,close date,description
0,Chief Technology Officer (CTO)- Full Stack Development,29/12/2022,31/01/2023,"- To provide strong engineering leadership, thoughtful contribution to the architectural roadmap and help build the engineering team for the company.

- To roll-up your sleeves and dig-into architecture, design and coding as and when required by the team.

- To Mentor, Motivate and Manage a highly technical team of engineers, inspire them to follow the best practices and empower them to continuously learn, innovate and meaningfully contribute

- To collaborate with every function in the company without boundaries, build the big picture technology vision and help broaden the visibility of engineers' innovations through right solutions for meaningful problems

- Implement an API-first approach towards the platform

- Help successfully deliver test driven, highly scalable collaboration micro services in the cloud with CICD and Agile Methodologies using one or more of below technologies

- Programming Languages Java, Node.JS CICD & Cloud Technologies, PHP, Python, UI Technologies like React JS, JQuery, Javascript , CSS

- To Guide the careers of engineers, help them grow to their full potential, hire great talent with the right fit for the team and help the India site grow

- Work Experience: 10+ years with last 3 years into Engineering Leadership role in IT industry"
0,Quality Engineer,29/12/2022,31/01/2023,1. 5+ year old resource with experience in Manual testing 
0,"Associate, Business Development - ABD28092201",29/12/2022,29/01/2023,"Job Description – Associate, Business Development: We are looking for a Business Development professional who will help identify, manage, write and win web and mobile application development contracts that are part of the client's digital transformation initiatives."
0,DOT NET DEVELOPER- LEAD,29/12/2022,31/01/2023,Roles and responsibilities
0,DOT NET DEVELOPER,29/12/2022,30/01/2023,"Roles & Responsibilities

• Translate application storyboards and use cases into functional applications
• Design, build, and maintain efficient, reusable, and reliable code
• Ensure the best possible performance, quality, and responsiveness of applications
• Identify bottlenecks and bugs, and devise solutions to mitigate and address these issues
• Help maintain code quality, organization, and automatization
• Must be a good team player who can work effectively under pressure
• Must have effective communication skills and should have an adaptability to any new technologies"
0,Junior HR Executive,29/12/2022,31/01/2023,Preferred skills
0,Oracle DBA,29/12/2022,06/02/2023,Experience : 2 to 5 Years
0,Wordpress,29/12/2022,06/02/2023,Experience : 2 – 4 years
0,Dot Net Developers,29/12/2022,06/02/2023,Experience: 3 – 5 years
0,Java Developers,29/12/2022,06/02/2023,Urgent Opening for Java at Technopark Trivandrum 
0,Senior Quality Automation Engineer,29/12/2022,31/01/2023,Senior Quality Automation Engineer
0,iOS Developer,28/12/2022,20/01/2023,Need candidate who is proficient in iOS App development.
0,UI/UX Designer cum Developer,28/12/2022,20/01/2023,Design and development UI components and layouts that fit as per the client requirements.
0,ASP. NET DEVELOPERS,28/12/2022,20/01/2023,"We are currently looking for experienced Software Developers to join our growing team of developers in order to achieve the above goals. The incumbent should have good experience in ERP development, Web application, and UI and UX designs. SQL, Performance testing, multi-Tenant application development, C#, Dot Net."
0,JAVA Developer- Team Lead,28/12/2022,31/01/2023,"Ability to troubleshoot and debug, employ the latest technology to rebuild the legacy apps"
0,FLUTTER Developer,28/12/2022,31/01/2023,"Design and develop high-volume, low-latency applications for mission-critical systems and delivering high availability and performance. Create well-designed, testable, efficient code. Participate in all phases of the development life-cycle."
0,UI Developer,28/12/2022,28/01/2023,"UI Developer-UI26102201

About the job"
0,Quant Analyst,27/12/2022,03/02/2023,Mandatory skills
0,Design & Quality Manager,27/12/2022,03/02/2023,Skills / Qualifications
0,Sr. Application Developer,27/12/2022,03/02/2023,Mandatory skills
0,React Developer,27/12/2022,20/01/2023,Mandatory skills
0,Associate Process Trainer,27/12/2022,18/01/2023,·         We are looking for an experienced Process Trainer who can be with us for the continuous improvement of our process by ensuring that quality is met as per the requirements and thereby increasing customer satisfaction.
0,HTML/CSS - Support Specialist,27/12/2022,21/01/2023,Preferred skills
0,Technical Consultant for Banking Domain,27/12/2022,31/01/2023,Preferred skills
0, , , , 
0,Jr. Android Developer,27/12/2022,31/01/2023,Preferred skills
0,SALES DEVELOPMENT REPRESENTATIVE,27/12/2022,31/01/2023,Prospecting & Market research on enterprise accounts to generate leads from Healthcare Industries across APAC and GCC regions.
0,Digital Marketing specialist (Min exp-3+years of Exp),26/12/2022,27/01/2023,"We are looking for a Digital Marketing Specialist to develop, implement, track and optimize our digital marketing campaigns across all digital channels."
0,Digital Marketing specialist,26/12/2022,27/01/2023,"Digital Marketing specialist (Min exp-3+years of Exp) 

We are looking for a Digital Marketing Specialist to develop, implement, track and optimize our digital marketing campaigns across all digital channels."
0,Application Developer (Oracle EBS),23/12/2022,27/01/2023,Mandatory skills:
0,Market Risk,23/12/2022,27/01/2023,"Mandatory skills:
 • Advanced degree in a quantitative discipline (preferably Mathematics/Applied Math, Engineering, Quant Finance or Physics)
• General knowledge of stochastic calculus, derivatives pricing theory across one or more asset classes (IR/FX/Credit/Equity), traded products and market/credit risk
• Minimum 1-3 years of Financial Services experience performing one of the following: model validation, model development, risk management or related fields
• Strong oral communication and technical writing skills Preferred
• Understanding of SR 11-7 guidance on model risk management
• Familiarity with vendor pricing platforms such as MUREX, NUMERIX, Bloomberg etc
• Strong programming and database skills, including"
0,Python/Pyspark/Scala,23/12/2022,27/01/2023,Mandatory skills:
0,Python Big Data Engineer : Market Risk,23/12/2022,27/01/2023,Mandatory skills:
0, , , , 
0,Test & Implementation Engineer,24/12/2022,27/01/2023,"Configure, implement, and demonstrate software products. The implementation cycle includes requirements validation, overseeing projects with specific development requirements, internal testing, and guiding clients through user acceptance to go-live status. The Test and Implementation Engineer is also responsible for the development and delivery of training for both administrators and end-users. Document all customer interactions in designated CRM, and provide excellent customer experiences."
0,Android Developer,24/12/2022,27/01/2023,"We are looking for Android developers who is dedicated to his craft, writes code that is proud of and can hit the ground running. You will be a part of a creative team that is responsible for all aspects of the ongoing application development from the initial specification, through to developing, bug fix and launching."
0,Python Developer,24/12/2022,27/01/2023,"We are looking for Python developers who is dedicated to his craft, writes code that is proud of and can hit the ground running. You will be a part of a creative team that is responsible for all aspects of the ongoing application development from the initial specification, through to developing, bug fix and launching."
0,PHP Developers(Min-2-4years),23/12/2022,23/01/2023,"We are looking for a PHP Developer who is dedicated to the craft, writes code that they are proud of, and can hit the ground running."
0,Senior SAP FIORI & UI5 Developer,23/12/2022,27/01/2023, FIORI - UI
0,SAP BO/BI Developer,23/12/2022,27/01/2023,Strong communication and client interfacing skills
0,BW on Hana Developer,23/12/2022,27/01/2023,Strong communication and client interfacing skills
0,Angular Js Developer,23/12/2022,23/01/2023,"Looking for a talented Programmer that has a proven track record and a passion for developing web and mobile solutions (apps). The role will be responsible for the development of a new generation of Web and Mobile applications (hybrid solutions) that better meet the demands of a scalable SaaS product housed within AWS. You have previous working experience on any Javascript framework. Your work will be managed under an Agile Sprint process involving Product Managers, Product Owners, QA Engineers, and Engineering managers. "
0,React.js developer,23/12/2022,23/01/2023,"We are looking for a great React.js developer. Your primary focus will be on developing user interface components and implementing them following well-known React.js workflows (such as Flux or Redux). You will ensure that these components and the overall application are robust and easy to maintain. You will coordinate with the rest of the team working on different layers of the infrastructure. Therefore, a commitment to collaborative problem-solving, sophisticated design, and quality products is important."
0,UI/UX Designer,23/12/2022,27/01/2023,"UI/UX Designer - Experienced 

We are looking for an experienced and ambitious UI/UX Designer to turn our software into easy-to-use products for our clients. UI/UX Designer responsibilities include gathering user requirements, designing graphic elements, building navigation components and understand the need, to achieve a balance between innovation and the most appropriate solution for our clients."
0,Quality Assurance Engineer,23/12/2022,27/01/2023,"Configure, implement, and demonstrate software products. The implementation cycle includes requirements validation, overseeing projects with specific development requirements, internal testing, and guiding clients through user acceptance to go-live status. The Quality Assurance Engineer is also responsible for the development and delivery of training for both administrators and end-users. Document all customer interactions in designated CRM, and provide excellent customer experiences."
0,PHP Developer,23/12/2022,27/01/2023,"We are looking for PHP developers who is dedicated to his craft, writes code that is proud of and can hit the ground running. You will be a part of a creative team that is responsible for all aspects of the ongoing application development from the initial specification, through to developing, bug fix and launching."
0,Software Engineer - PHP,22/12/2022,29/01/2023,"Please share your resume to priyanka@q-devengine.com.

In addition to the offer of employment, promising profiles will get joning bonus too."
0,Automation Test Engineer,22/12/2022,22/01/2023,Preferred skills
0,SENIOR ENGINEER DATA AND ANALYTICS,22/12/2022,25/01/2023,POSITION SUMMARY: 
0,Fullstack Developer (Dotnet+Angular),21/12/2022,23/01/2023,"3- 9 years of software development experience Proficient in C#.Net, .NET Core Experience with HTML, JavaScript and web development frameworks (Angular, Type Script, Node.js, jQuery) Proven experience with software design and OOD methodologies Familiarity with Relational Databases and SQL Experience with Web services development (SOAP, REST), .Net Microservices. Strong in Object Oriented Programming, MVC, Design patterns and SOLID principles Skills needed: .NET Core, Angular 6+, C#.Net, Type Script, Node.js, jQuery, Web services"
0,Sr Java Developer,21/12/2022,23/01/2023,"•Experience in developing RESTful micro-services, integration tests, handling low latency apps. •Must have knowledge in Spring Boot, Spring cloud concepts, Swagger (for document auto generation), Open API specifications •Knowledge in Rest JSON API development, PostgreSQL, MongoDB, Docker, Java 11 or 13 •Must have experience in React, AWS / Cloud concepts, GraphQL & Kubernetes."
0,DotNet Developer,21/12/2022,23/01/2023,".Net web Framework (Core and. Net) Proficiency in C# Asp.Net MVC Web API and REST Concepts Entity Framework or any other ORM Framework Javascript and Jquery SQL Server, Oracle HTML5,CSS, Knockout, Require JS Angular and React Js can be added as an advantage Education & Experience Bachelors/Master's degree or equivalent education and experience. Possess flexibility and adaptability to meet the working environment"
0,Content Specialist,21/12/2022,27/01/2023,"We are looking for a content specialist who can create content for an e-learning and social media platforms using domain researches and collaborations. As a content specialist you would be responsible for creating content strategies, research trending topics, and write content for video logs which will be published in the proprietary digital platform. You will be required to perform quality control via, review & editing for all written content material for language, grammar as well as proper contextualization and articulation."
0,Social Media Strategist,21/12/2022,27/01/2023,"We are looking for a social media specialist who can help drive the social media activities and campaigns. As a social media specialist, you’d be responsible to develop, execute and measure the performance of the social media campaigns. Increase the organizations’ social media engagement, create strategies and drive web traffic which improves the marketing and sales efforts."
0,Software Sales Executive,21/12/2022,27/01/2023,1:Identify new market opportunities via market research and initiate contact
0,Business Development Officer,21/12/2022,27/01/2023,1:Identify new market opportunities via market research and initiate contact
0,GIS Trainee-Fresher/Experienced,21/12/2022,23/01/2023,Weare looking for GIS Trainee
0,Senior ReactJS Developer,21/12/2022,26/01/2023,"Technical Skills:

Strong proficiency in JavaScript, object model, DOM manipulation and event handlers, data structures, algorithms, JSX
Complete understanding of ReactJS and its main fundamentals like JSX, Virtual DOM, component lifecycle, etc.
Preceding experience with ReactJS workflows like Flux, Redux, Create React App, data structure libraries
Understanding of RESTful APIs/GraphQL, HTML/CSS, ES6 (variables and scoping, array methods), code versioning tools like GIT, SVN, etc., popular frontend development tools, CI/CD tools, performance testing frameworks like Mocha, Node + NPM
Technical:

Leverage the inbuilt React toolkit for creating frontend features
Create data visualization tools, libraries, and reusable code for prospects
Integrate designs and wireframes within the application code
Monitor interaction of users and convert them into insightful information
Write application interface code with JavaScript
Enhance application performance with constant monitoring
Translate wireframes and designs into good quality code
Optimize components to work seamlessly across different browsers and devices
Good understanding of CSS libraries, GIT, figma, Adobe XD etc.
Proper user information authentication
Develop responsive web-based UI
Non-Technical:

Constant interaction with other developer teams and design team to discuss UI ideas
A thorough review of applications needs and interfacing elements
Follow proper documentation for changes in application and further updates"
0,Graphic Developer,20/12/2022,20/01/2023,Job Description:
0,SQL Developer,19/12/2022,25/01/2023,"We are looking for a SQL developer who will be responsible for designing databases and ensuring their stability, reliability, and performance. You will also work with other developers optimizing in-application SQL statements as necessary, and establishing best practices. You will help solve all database usage issues and come up with ideas and advice that can help avoid such problems in the future."
0,Flutter Developer,17/12/2022,25/01/2023,Thought Ripples is a software consulting service provider that collaborates with prominent government and private organisations to assist them in transforming ideas into profitable products that are prospective across the world. We are dedicated to doing business with honesty and working towards a more secure and sustainable society.
0,Android Developer,17/12/2022,25/01/2023,Thought Ripples is a software consulting service provider that collaborates with prominent government and private organisations to assist them in transforming ideas into profitable products that are prospective across the world. We are dedicated to doing business with honesty and working towards a more secure and sustainable society.
0,HR IT Recruiter,16/12/2022,20/01/2023,Requirements
0,BIM Coordinator,15/12/2022,20/01/2023,Preferred skills
